Customer_ID,Name,Email,Join_Date,Location,Membership_Level
4597,Alice,user4597@example.com,2023-02-24,Miami,Gold
4598,Alice,user4598@example.com,2024-06-12,New York,Silver
4599,Bob,user4599@example.com,2024-03-02,New York,Platinum
4600,Sophia,user4600@example.com,2024-07-05,Chicago,Silver
4601,Sophia,user4601@example.com,2022-12-19,New York,Silver
4602,Bob,user4602@example.com,2024-06-01,Los Angeles,Standard
4603,Alice,user4603@example.com,2023-01-08,Miami,Standard
4604,Aiden,user4604@example.com,2023-07-01,Houston,Standard
4605,Emma,user4605@example.com,2022-08-15,Chicago,Standard
4606,Emma,user4606@example.com,2024-06-20,Miami,Standard
4607,Bob,user4607@example.com,2024-07-23,Miami,Standard
4608,Sophia,user4608@example.com,2023-01-31,Los Angeles,Standard
4609,Olivia,user4609@example.com,2023-03-06,New York,Standard
4610,Bob,user4610@example.com,2023-08-23,Los Angeles,Standard
4611,Aiden,user4611@example.com,2023-09-09,New York,Silver
4612,Bob,user4612@example.com,2024-11-13,New York,Gold
4613,Charlie,user4613@example.com,2023-10-12,Miami,Standard
4614,Liam,user4614@example.com,2022-07-13,New York,Standard
4615,Sophia,user4615@example.com,2024-01-06,Chicago,Standard
4616,Mason,user4616@example.com,2023-07-20,Chicago,Gold
4617,Mason,user4617@example.com,2023-10-16,Chicago,Standard
4618,Sophia,user4618@example.com,2023-07-20,Miami,Silver
4619,Aiden,user4619@example.com,2024-09-08,Los Angeles,Standard
4620,Charlie,user4620@example.com,2024-11-26,Houston,Standard
4621,Charlie,user4621@example.com,2022-09-11,New York,Standard
4622,Alice,user4622@example.com,2024-06-26,Houston,Standard
4623,Liam,user4623@example.com,2022-08-02,Los Angeles,Gold
4624,Emma,user4624@example.com,2024-09-19,Los Angeles,Standard
4625,David,user4625@example.com,2023-12-18,Miami,Silver
4626,Aiden,user4626@example.com,2024-08-08,Chicago,Silver
4627,David,user4627@example.com,2023-04-21,Chicago,Silver
4628,David,user4628@example.com,2023-11-09,Los Angeles,Standard
4629,Sophia,user4629@example.com,2023-08-17,Miami,Standard
4630,Mason,user4630@example.com,2022-09-12,Miami,Standard
4631,Mason,user4631@example.com,2023-12-02,New York,Standard
4632,Emma,user4632@example.com,2022-08-27,Chicago,Silver
4633,Sophia,user4633@example.com,2022-09-18,Los Angeles,Standard
4634,David,user4634@example.com,2022-09-28,Houston,Silver
4635,Olivia,user4635@example.com,2023-09-08,Chicago,Standard
4636,Mason,user4636@example.com,2023-10-19,New York,Gold
4637,Aiden,user4637@example.com,2024-06-11,Miami,Standard
4638,Aiden,user4638@example.com,2024-01-02,Los Angeles,Standard
4639,Alice,user4639@example.com,2024-04-27,Chicago,Gold
4640,Bob,user4640@example.com,2024-11-29,Houston,Standard
4641,Olivia,user4641@example.com,2022-07-25,New York,Platinum
4642,Mason,user4642@example.com,2023-01-09,New York,Standard
4643,Charlie,user4643@example.com,2022-10-22,Chicago,Standard
4644,Mason,user4644@example.com,2024-06-12,Houston,Silver
4645,Alice,user4645@example.com,2023-04-07,New York,Gold
4646,Aiden,user4646@example.com,2023-02-18,Los Angeles,Standard
4647,David,user4647@example.com,2022-11-04,New York,Gold
4648,Charlie,user4648@example.com,2023-10-27,Houston,Silver
4649,Sophia,user4649@example.com,2022-11-06,Miami,Gold
4650,Liam,user4650@example.com,2024-01-09,Miami,Standard
4651,David,user4651@example.com,2022-07-03,Chicago,Standard
4652,Liam,user4652@example.com,2023-08-06,Houston,Gold
4653,Olivia,user4653@example.com,2024-09-02,New York,Gold
4654,Bob,user4654@example.com,2023-08-05,New York,Standard
4655,Charlie,user4655@example.com,2022-09-23,Miami,Standard
4656,Emma,user4656@example.com,2024-06-13,Miami,Standard
4657,Charlie,user4657@example.com,2024-05-11,Los Angeles,Silver
4658,Mason,user4658@example.com,2024-06-17,Miami,Standard
4659,Aiden,user4659@example.com,2023-05-22,Los Angeles,Standard
4660,Mason,user4660@example.com,2022-07-19,New York,Standard
4661,Mason,user4661@example.com,2022-10-12,Los Angeles,Silver
4662,Olivia,user4662@example.com,2023-01-31,Los Angeles,Standard
4663,David,user4663@example.com,2024-05-05,Chicago,Standard
4664,Emma,user4664@example.com,2024-10-29,Miami,Silver
4665,Emma,user4665@example.com,2024-02-18,Los Angeles,Silver
4666,Mason,user4666@example.com,2023-03-23,New York,Standard
4667,Liam,user4667@example.com,2022-11-09,Houston,Standard
4668,Olivia,user4668@example.com,2022-09-05,Los Angeles,Silver
4669,Mason,user4669@example.com,2024-02-13,Miami,Gold
4670,Bob,user4670@example.com,2023-02-10,Chicago,Silver
4671,Aiden,user4671@example.com,2023-11-24,New York,Gold
4672,David,user4672@example.com,2024-09-02,Chicago,Silver
4673,Sophia,user4673@example.com,2024-08-30,Houston,Silver
4674,Bob,user4674@example.com,2022-07-14,Los Angeles,Standard
4675,Liam,user4675@example.com,2024-05-20,Los Angeles,Standard
4676,Charlie,user4676@example.com,2023-06-11,Miami,Standard
4677,Charlie,user4677@example.com,2024-04-02,Los Angeles,Standard
4678,Bob,user4678@example.com,2023-12-01,New York,Silver
4679,Mason,user4679@example.com,2022-12-12,Houston,Standard
4680,Sophia,user4680@example.com,2022-08-20,Chicago,Silver
4681,Alice,user4681@example.com,2024-02-24,Houston,Standard
4682,Alice,user4682@example.com,2022-10-21,Los Angeles,Standard
4683,Liam,user4683@example.com,2022-10-07,Chicago,Platinum
4684,Mason,user4684@example.com,2024-04-16,Miami,Standard
4685,Emma,user4685@example.com,2022-12-19,Houston,Standard
4686,Emma,user4686@example.com,2023-05-26,Chicago,Standard
4687,David,user4687@example.com,2024-04-19,Chicago,Gold
4688,Sophia,user4688@example.com,2024-08-10,Chicago,Standard
4689,Sophia,user4689@example.com,2024-01-05,New York,Silver
4690,Charlie,user4690@example.com,2024-10-11,Houston,Standard
4691,Olivia,user4691@example.com,2022-11-20,Chicago,Silver
4692,Liam,user4692@example.com,2022-07-27,Houston,Standard
4693,Alice,user4693@example.com,2024-02-24,Chicago,Silver
4694,Liam,user4694@example.com,2025-01-17,Miami,Gold
4695,Emma,user4695@example.com,2022-08-29,Miami,Silver
4696,Emma,user4696@example.com,2023-07-21,Miami,Silver
4697,Bob,user4697@example.com,2023-12-10,Los Angeles,Silver
4698,David,user4698@example.com,2025-02-20,Chicago,Silver
4699,Sophia,user4699@example.com,2023-05-03,Los Angeles,Standard
4700,Aiden,user4700@example.com,2024-10-07,Houston,Silver
4701,Liam,user4701@example.com,2023-10-13,Los Angeles,Standard
4702,Emma,user4702@example.com,2024-09-29,Houston,Standard
4703,Olivia,user4703@example.com,2024-12-17,Houston,Standard
4704,Charlie,user4704@example.com,2025-02-06,Houston,Standard
4705,Alice,user4705@example.com,2024-01-10,Los Angeles,Standard
4706,David,user4706@example.com,2024-10-28,Chicago,Silver
4707,Olivia,user4707@example.com,2022-09-12,Los Angeles,Standard
4708,David,user4708@example.com,2024-07-04,Chicago,Standard
4709,Bob,user4709@example.com,2023-06-22,Chicago,Silver
4710,Aiden,user4710@example.com,2023-02-20,Houston,Standard
4711,Emma,user4711@example.com,2024-07-30,Los Angeles,Silver
4712,Charlie,user4712@example.com,2023-04-23,Chicago,Silver
4713,Olivia,user4713@example.com,2024-07-27,Miami,Platinum
4714,David,user4714@example.com,2023-01-17,Chicago,Silver
4715,Sophia,user4715@example.com,2022-11-29,Miami,Standard
4716,Bob,user4716@example.com,2022-08-31,Los Angeles,Standard
4717,Sophia,user4717@example.com,2024-09-11,Los Angeles,Standard
4718,Charlie,user4718@example.com,2024-01-24,Los Angeles,Gold
4719,Olivia,user4719@example.com,2024-10-10,Chicago,Standard
4720,Bob,user4720@example.com,2024-08-07,New York,Standard
4721,Olivia,user4721@example.com,2023-06-25,Chicago,Standard
4722,Emma,user4722@example.com,2022-10-31,Chicago,Gold
4723,Mason,user4723@example.com,2023-05-07,Houston,Standard
4724,Bob,user4724@example.com,2024-09-07,Houston,Platinum
4725,Sophia,user4725@example.com,2023-04-13,Chicago,Standard
4726,Charlie,user4726@example.com,2022-09-12,Miami,Standard
4727,Aiden,user4727@example.com,2023-09-21,Houston,Standard
4728,Emma,user4728@example.com,2023-10-22,Chicago,Gold
4729,Mason,user4729@example.com,2022-10-10,New York,Gold
4730,Aiden,user4730@example.com,2023-12-01,Miami,Standard
4731,Alice,user4731@example.com,2024-11-09,Los Angeles,Standard
4732,Emma,user4732@example.com,2024-08-22,Chicago,Silver
4733,Charlie,user4733@example.com,2024-06-29,Chicago,Standard
4734,David,user4734@example.com,2025-01-10,Miami,Standard
4735,Bob,user4735@example.com,2022-07-12,Houston,Standard
4736,Olivia,user4736@example.com,2024-06-27,Houston,Standard
4737,Charlie,user4737@example.com,2023-09-18,Houston,Standard
4738,Bob,user4738@example.com,2023-08-05,Los Angeles,Standard
4739,Aiden,user4739@example.com,2023-05-01,Miami,Standard
4740,Olivia,user4740@example.com,2023-01-06,Miami,Gold
4741,Liam,user4741@example.com,2024-05-15,Houston,Standard
4742,Sophia,user4742@example.com,2024-06-27,Houston,Silver
4743,Alice,user4743@example.com,2022-12-07,New York,Standard
4744,Emma,user4744@example.com,2023-08-27,New York,Silver
4745,Charlie,user4745@example.com,2023-11-23,Chicago,Standard
4746,Alice,user4746@example.com,2023-04-18,Chicago,Silver
4747,David,user4747@example.com,2023-10-31,Miami,Standard
4748,Bob,user4748@example.com,2023-09-14,Miami,Gold
4749,Bob,user4749@example.com,2023-11-18,Los Angeles,Standard
4750,Charlie,user4750@example.com,2022-09-25,Los Angeles,Standard
4751,Mason,user4751@example.com,2024-10-02,New York,Platinum
4752,Mason,user4752@example.com,2025-01-25,Chicago,Silver
4753,Liam,user4753@example.com,2023-03-28,New York,Standard
4754,Sophia,user4754@example.com,2022-09-29,New York,Gold
4755,Olivia,user4755@example.com,2023-01-13,Chicago,Standard
4756,David,user4756@example.com,2022-08-30,Los Angeles,Standard
4757,Alice,user4757@example.com,2023-02-17,Chicago,Platinum
4758,Mason,user4758@example.com,2023-05-03,Houston,Standard
4759,Liam,user4759@example.com,2022-10-10,Houston,Gold
4760,Liam,user4760@example.com,2024-03-20,Houston,Standard
4761,Charlie,user4761@example.com,2022-12-08,Miami,Silver
4762,David,user4762@example.com,2023-04-16,Los Angeles,Silver
4763,Aiden,user4763@example.com,2023-10-14,Los Angeles,Platinum
4764,Olivia,user4764@example.com,2023-09-07,Miami,Silver
4765,Sophia,user4765@example.com,2024-10-14,New York,Standard
4766,Emma,user4766@example.com,2023-11-26,Houston,Silver
4767,Charlie,user4767@example.com,2023-10-01,Houston,Standard
4768,Olivia,user4768@example.com,2024-07-16,New York,Silver
4769,Emma,user4769@example.com,2025-02-21,Chicago,Gold
4770,Emma,user4770@example.com,2024-03-11,Chicago,Standard
4771,David,user4771@example.com,2022-12-01,Los Angeles,Silver
4772,David,user4772@example.com,2022-10-22,Miami,Standard
4773,Alice,user4773@example.com,2023-04-27,Los Angeles,Standard
4774,Liam,user4774@example.com,2022-12-02,Chicago,Standard
4775,Olivia,user4775@example.com,2023-02-10,New York,Silver
4776,Charlie,user4776@example.com,2024-02-18,Los Angeles,Standard
4777,Bob,user4777@example.com,2023-06-21,Houston,Silver
4778,Charlie,user4778@example.com,2023-01-18,Houston,Standard
4779,Alice,user4779@example.com,2023-08-08,New York,Silver
4780,Sophia,user4780@example.com,2022-10-04,Chicago,Standard
4781,Liam,user4781@example.com,2023-02-21,Houston,Gold
4782,Bob,user4782@example.com,2023-11-06,Houston,Standard
4783,Mason,user4783@example.com,2024-01-21,Miami,Silver
4784,Sophia,user4784@example.com,2023-09-01,Los Angeles,Standard
4785,David,user4785@example.com,2022-08-28,Chicago,Silver
4786,Emma,user4786@example.com,2022-10-06,Los Angeles,Standard
4787,Mason,user4787@example.com,2024-11-26,Chicago,Silver
4788,Charlie,user4788@example.com,2024-07-12,Houston,Standard
4789,Charlie,user4789@example.com,2023-04-22,Miami,Silver
4790,David,user4790@example.com,2023-08-23,Los Angeles,Standard
4791,Alice,user4791@example.com,2023-12-30,Houston,Standard
4792,Olivia,user4792@example.com,2022-12-02,Chicago,Standard
4793,Mason,user4793@example.com,2023-01-07,Los Angeles,Standard
4794,Mason,user4794@example.com,2023-08-23,Los Angeles,Standard
4795,Aiden,user4795@example.com,2022-07-28,Houston,Gold
4796,Sophia,user4796@example.com,2024-08-14,Los Angeles,Platinum
4797,Liam,user4797@example.com,2023-06-28,Miami,Silver
4798,Sophia,user4798@example.com,2023-09-04,Miami,Standard
4799,Olivia,user4799@example.com,2023-03-24,Houston,Standard
4800,Charlie,user4800@example.com,2023-05-12,Chicago,Silver
4801,Charlie,user4801@example.com,2023-04-23,Houston,Standard
4802,Charlie,user4802@example.com,2024-10-24,Miami,Gold
4803,Aiden,user4803@example.com,2023-08-24,New York,Standard
4804,Charlie,user4804@example.com,2023-01-17,New York,Platinum
4805,Olivia,user4805@example.com,2023-09-29,Los Angeles,Standard
4806,David,user4806@example.com,2023-10-11,Los Angeles,Silver
4807,Liam,user4807@example.com,2024-04-13,New York,Standard
4808,Olivia,user4808@example.com,2023-02-06,Miami,Gold
4809,Liam,user4809@example.com,2024-01-27,Los Angeles,Standard
4810,Olivia,user4810@example.com,2022-07-07,Houston,Silver
4811,Charlie,user4811@example.com,2022-06-27,Houston,Gold
4812,David,user4812@example.com,2024-10-29,Miami,Standard
4813,Mason,user4813@example.com,2024-09-30,Los Angeles,Standard
4814,Sophia,user4814@example.com,2025-01-30,Houston,Standard
4815,Emma,user4815@example.com,2024-04-13,Los Angeles,Standard
4816,David,user4816@example.com,2024-12-17,Los Angeles,Standard
4817,Mason,user4817@example.com,2023-10-21,Houston,Standard
4818,Alice,user4818@example.com,2024-05-04,New York,Standard
4819,Olivia,user4819@example.com,2022-07-22,Houston,Silver
4820,Alice,user4820@example.com,2023-05-31,Miami,Silver
4821,Mason,user4821@example.com,2024-09-10,Chicago,Standard
4822,David,user4822@example.com,2022-12-28,Houston,Gold
4823,Olivia,user4823@example.com,2023-05-10,Los Angeles,Gold
4824,Emma,user4824@example.com,2024-07-04,Los Angeles,Silver
4825,Charlie,user4825@example.com,2024-09-27,Houston,Standard
4826,Olivia,user4826@example.com,2023-05-12,Chicago,Standard
4827,Olivia,user4827@example.com,2023-06-17,Houston,Silver
4828,David,user4828@example.com,2024-07-08,Chicago,Silver
4829,David,user4829@example.com,2023-03-10,Chicago,Standard
4830,Mason,user4830@example.com,2024-08-06,Miami,Silver
4831,Bob,user4831@example.com,2024-06-30,Los Angeles,Standard
4832,Olivia,user4832@example.com,2023-09-30,Los Angeles,Standard
4833,Sophia,user4833@example.com,2025-02-19,Chicago,Silver
4834,Olivia,user4834@example.com,2025-01-12,Los Angeles,Silver
4835,Mason,user4835@example.com,2022-07-09,New York,Standard
4836,Liam,user4836@example.com,2023-03-20,Chicago,Silver
4837,Alice,user4837@example.com,2025-02-08,Los Angeles,Gold
4838,Charlie,user4838@example.com,2025-01-23,New York,Silver
4839,Bob,user4839@example.com,2023-02-17,Miami,Silver
4840,Emma,user4840@example.com,2023-02-25,Los Angeles,Standard
4841,Emma,user4841@example.com,2024-12-09,New York,Standard
4842,Emma,user4842@example.com,2023-10-22,Houston,Standard
4843,David,user4843@example.com,2024-03-08,Houston,Silver
4844,Emma,user4844@example.com,2024-02-23,New York,Silver
4845,Charlie,user4845@example.com,2024-03-31,Chicago,Standard
4846,Alice,user4846@example.com,2024-10-16,Chicago,Standard
4847,Emma,user4847@example.com,2024-07-13,Los Angeles,Standard
4848,Olivia,user4848@example.com,2023-02-20,Houston,Standard
4849,Olivia,user4849@example.com,2024-10-13,Chicago,Gold
4850,David,user4850@example.com,2024-05-13,Chicago,Silver
4851,Charlie,user4851@example.com,2024-10-10,Houston,Standard
4852,Alice,user4852@example.com,2025-02-07,Miami,Silver
4853,Bob,user4853@example.com,2022-10-02,Chicago,Silver
4854,Mason,user4854@example.com,2025-01-31,New York,Silver
4855,Alice,user4855@example.com,2023-07-22,Los Angeles,Standard
4856,Mason,user4856@example.com,2023-05-07,Chicago,Standard
4857,Liam,user4857@example.com,2022-11-08,Chicago,Standard
4858,Mason,user4858@example.com,2024-03-23,Miami,Gold
4859,Sophia,user4859@example.com,2024-05-25,New York,Silver
4860,Olivia,user4860@example.com,2023-06-12,Los Angeles,Silver
4861,Charlie,user4861@example.com,2022-12-18,Chicago,Standard
4862,Aiden,user4862@example.com,2024-07-03,Los Angeles,Standard
4863,David,user4863@example.com,2023-08-28,Houston,Standard
4864,Sophia,user4864@example.com,2023-05-22,Chicago,Platinum
4865,Mason,user4865@example.com,2022-10-03,Chicago,Standard
4866,Emma,user4866@example.com,2022-07-12,Houston,Standard
4867,Charlie,user4867@example.com,2023-10-05,Miami,Platinum
4868,Sophia,user4868@example.com,2022-12-23,Chicago,Silver
4869,David,user4869@example.com,2023-01-20,Los Angeles,Silver
4870,Olivia,user4870@example.com,2023-10-29,New York,Standard
4871,Charlie,user4871@example.com,2024-11-04,Los Angeles,Silver
4872,David,user4872@example.com,2024-07-25,Miami,Standard
4873,Liam,user4873@example.com,2022-08-07,New York,Silver
4874,Liam,user4874@example.com,2022-10-02,Los Angeles,Standard
4875,David,user4875@example.com,2025-01-20,Los Angeles,Standard
4876,Sophia,user4876@example.com,2024-04-05,Houston,Silver
4877,Charlie,user4877@example.com,2023-04-01,Miami,Silver
4878,Sophia,user4878@example.com,2024-12-20,Houston,Silver
4879,Bob,user4879@example.com,2023-09-15,New York,Standard
4880,Mason,user4880@example.com,2024-11-14,Houston,Standard
4881,Bob,user4881@example.com,2025-01-23,Miami,Silver
4882,Liam,user4882@example.com,2024-09-11,Chicago,Silver
4883,Olivia,user4883@example.com,2024-08-23,Chicago,Platinum
4884,Alice,user4884@example.com,2022-09-11,New York,Silver
4885,Mason,user4885@example.com,2023-02-09,Chicago,Standard
4886,Liam,user4886@example.com,2023-09-18,Houston,Gold
4887,Sophia,user4887@example.com,2024-05-28,New York,Standard
4888,Sophia,user4888@example.com,2023-11-02,Miami,Standard
4889,Sophia,user4889@example.com,2022-08-07,New York,Standard
4890,Olivia,user4890@example.com,2022-07-28,New York,Standard
4891,Bob,user4891@example.com,2023-01-15,Los Angeles,Silver
4892,Alice,user4892@example.com,2023-01-13,Los Angeles,Silver
4893,Sophia,user4893@example.com,2023-01-11,New York,Silver
4894,Aiden,user4894@example.com,2024-04-29,Chicago,Standard
4895,Mason,user4895@example.com,2023-04-18,Los Angeles,Standard
4896,Charlie,user4896@example.com,2024-01-21,Miami,Standard
4897,Aiden,user4897@example.com,2023-09-19,Houston,Silver
4898,Alice,user4898@example.com,2023-07-03,Los Angeles,Standard
4899,Olivia,user4899@example.com,2024-07-06,New York,Gold
4900,Alice,user4900@example.com,2023-04-27,Chicago,Standard
4901,Charlie,user4901@example.com,2024-07-20,Houston,Standard
4902,Mason,user4902@example.com,2024-03-08,Los Angeles,Silver
4903,Charlie,user4903@example.com,2024-03-09,Chicago,Gold
4904,David,user4904@example.com,2024-10-23,Chicago,Standard
4905,Mason,user4905@example.com,2022-09-25,Chicago,Silver
4906,Alice,user4906@example.com,2023-10-14,New York,Platinum
4907,Sophia,user4907@example.com,2024-01-20,Miami,Platinum
4908,Alice,user4908@example.com,2024-09-01,Chicago,Silver
4909,Alice,user4909@example.com,2022-09-26,Houston,Silver
4910,Mason,user4910@example.com,2023-12-22,Los Angeles,Standard
4911,David,user4911@example.com,2023-08-05,Houston,Gold
4912,Alice,user4912@example.com,2024-04-04,New York,Standard
4913,Aiden,user4913@example.com,2024-09-02,New York,Platinum
4914,Liam,user4914@example.com,2024-08-01,Houston,Standard
4915,Emma,user4915@example.com,2023-03-15,Miami,Standard
4916,Emma,user4916@example.com,2023-08-16,New York,Silver
4917,Alice,user4917@example.com,2023-01-17,New York,Standard
4918,Aiden,user4918@example.com,2024-08-08,Houston,Standard
4919,Sophia,user4919@example.com,2024-07-08,New York,Silver
4920,Olivia,user4920@example.com,2024-04-07,Miami,Silver
4921,Olivia,user4921@example.com,2023-03-04,Miami,Silver
4922,Mason,user4922@example.com,2022-09-21,Miami,Standard
4923,Emma,user4923@example.com,2022-08-24,Los Angeles,Silver
4924,Alice,user4924@example.com,2023-09-03,Miami,Standard
4925,Olivia,user4925@example.com,2025-02-15,Miami,Standard
4926,Alice,user4926@example.com,2024-07-13,Los Angeles,Silver
4927,Mason,user4927@example.com,2024-01-21,Chicago,Gold
4928,Emma,user4928@example.com,2024-08-10,New York,Standard
4929,Charlie,user4929@example.com,2024-07-24,Miami,Silver
4930,Liam,user4930@example.com,2024-12-31,New York,Standard
4931,Liam,user4931@example.com,2024-09-28,Houston,Standard
4932,Olivia,user4932@example.com,2025-01-03,New York,Standard
4933,Liam,user4933@example.com,2023-10-02,Los Angeles,Platinum
4934,Charlie,user4934@example.com,2024-04-19,New York,Gold
4935,Alice,user4935@example.com,2023-11-21,New York,Silver
4936,Mason,user4936@example.com,2024-11-22,New York,Silver
4937,Charlie,user4937@example.com,2024-08-31,Chicago,Silver
4938,Mason,user4938@example.com,2024-04-07,Chicago,Standard
4939,Mason,user4939@example.com,2023-02-10,Houston,Standard
4940,Emma,user4940@example.com,2023-10-30,Los Angeles,Standard
4941,Alice,user4941@example.com,2024-10-24,New York,Silver
4942,Aiden,user4942@example.com,2024-02-12,New York,Gold
4943,Liam,user4943@example.com,2023-11-08,New York,Standard
4944,Aiden,user4944@example.com,2022-11-04,New York,Standard
4945,Emma,user4945@example.com,2024-02-20,Chicago,Standard
4946,Mason,user4946@example.com,2024-03-22,Houston,Gold
4947,Olivia,user4947@example.com,2024-05-06,Miami,Standard
4948,Liam,user4948@example.com,2024-05-18,Los Angeles,Standard
4949,Liam,user4949@example.com,2023-07-15,New York,Silver
4950,Alice,user4950@example.com,2023-06-20,Houston,Silver
4951,David,user4951@example.com,2022-11-13,Miami,Standard
4952,Bob,user4952@example.com,2024-10-25,Houston,Standard
4953,Bob,user4953@example.com,2022-08-28,Chicago,Silver
4954,Bob,user4954@example.com,2024-07-14,Miami,Standard
4955,David,user4955@example.com,2023-02-08,Houston,Platinum
4956,Alice,user4956@example.com,2023-10-14,Chicago,Silver
4957,David,user4957@example.com,2022-10-23,Houston,Standard
4958,Bob,user4958@example.com,2024-08-16,Houston,Standard
4959,Emma,user4959@example.com,2023-06-03,Miami,Standard
4960,Charlie,user4960@example.com,2025-02-09,Chicago,Standard
4961,Mason,user4961@example.com,2022-10-28,New York,Gold
4962,David,user4962@example.com,2023-04-03,Los Angeles,Gold
4963,Alice,user4963@example.com,2023-03-31,Miami,Standard
4964,Alice,user4964@example.com,2022-06-29,Chicago,Standard
4965,Aiden,user4965@example.com,2023-03-17,Houston,Standard
4966,Charlie,user4966@example.com,2025-01-26,Chicago,Standard
4967,Olivia,user4967@example.com,2024-07-21,Los Angeles,Silver
4968,Liam,user4968@example.com,2024-06-03,Los Angeles,Standard
4969,Bob,user4969@example.com,2023-04-13,New York,Platinum
4970,Olivia,user4970@example.com,2023-03-24,New York,Standard
4971,Aiden,user4971@example.com,2023-03-08,Los Angeles,Silver
4972,Bob,user4972@example.com,2023-04-04,Miami,Gold
4973,Charlie,user4973@example.com,2023-07-03,Miami,Standard
4974,Aiden,user4974@example.com,2024-02-12,Houston,Standard
4975,Bob,user4975@example.com,2022-07-18,New York,Standard
4976,Charlie,user4976@example.com,2022-10-07,Houston,Standard
4977,Sophia,user4977@example.com,2023-07-19,New York,Platinum
4978,Olivia,user4978@example.com,2022-07-24,Los Angeles,Gold
4979,Olivia,user4979@example.com,2023-10-03,Miami,Gold
4980,Liam,user4980@example.com,2023-12-09,Miami,Gold
4981,Charlie,user4981@example.com,2024-03-05,Los Angeles,Standard
4982,David,user4982@example.com,2024-01-03,Houston,Gold
4983,Sophia,user4983@example.com,2024-05-20,Houston,Platinum
4984,Emma,user4984@example.com,2023-02-22,Chicago,Standard
4985,Bob,user4985@example.com,2023-10-11,New York,Standard
4986,Sophia,user4986@example.com,2024-02-20,Houston,Silver
4987,Charlie,user4987@example.com,2024-06-29,Los Angeles,Standard
4988,Mason,user4988@example.com,2024-07-15,Houston,Standard
4989,Bob,user4989@example.com,2023-02-13,Miami,Gold
4990,Alice,user4990@example.com,2025-01-01,New York,Gold
4991,Olivia,user4991@example.com,2024-07-18,Chicago,Standard
4992,Charlie,user4992@example.com,2023-10-02,New York,Standard
4993,Alice,user4993@example.com,2024-01-14,Miami,Gold
4994,Liam,user4994@example.com,2024-01-24,Miami,Silver
4995,Aiden,user4995@example.com,2023-05-08,Miami,Standard
4996,Emma,user4996@example.com,2024-11-21,Miami,Silver
4997,Emma,user4997@example.com,2024-06-28,Los Angeles,Gold
4998,Alice,user4998@example.com,2023-06-14,Chicago,Gold
4999,Olivia,user4999@example.com,2024-09-11,Miami,Standard
5000,Liam,user5000@example.com,2022-11-18,Miami,Standard
5001,Mason,user5001@example.com,2022-12-08,Houston,Gold
5002,Olivia,user5002@example.com,2024-04-15,Chicago,Standard
5003,Sophia,user5003@example.com,2025-01-20,New York,Silver
5004,Emma,user5004@example.com,2022-11-29,Chicago,Standard
5005,Sophia,user5005@example.com,2024-04-10,Chicago,Standard
5006,Bob,user5006@example.com,2025-02-19,Chicago,Standard
5007,David,user5007@example.com,2023-09-09,Miami,Standard
5008,Charlie,user5008@example.com,2024-03-24,Miami,Gold
5009,Liam,user5009@example.com,2022-07-31,Los Angeles,Standard
5010,Olivia,user5010@example.com,2023-05-17,New York,Gold
5011,Emma,user5011@example.com,2023-03-01,Houston,Gold
5012,Sophia,user5012@example.com,2024-08-25,Chicago,Standard
5013,Aiden,user5013@example.com,2023-01-20,New York,Silver
5014,Bob,user5014@example.com,2024-09-03,New York,Standard
5015,Charlie,user5015@example.com,2023-09-11,Los Angeles,Silver
5016,Charlie,user5016@example.com,2024-10-28,Houston,Silver
5017,Olivia,user5017@example.com,2023-11-27,Chicago,Standard
5018,Liam,user5018@example.com,2023-01-06,Houston,Standard
5019,Mason,user5019@example.com,2023-05-24,Los Angeles,Silver
5020,Aiden,user5020@example.com,2025-01-22,Miami,Gold
5021,Olivia,user5021@example.com,2023-05-15,New York,Standard
5022,Sophia,user5022@example.com,2023-01-04,Chicago,Silver
5023,David,user5023@example.com,2024-12-17,Miami,Standard
5024,Alice,user5024@example.com,2023-08-19,Los Angeles,Gold
5025,Mason,user5025@example.com,2023-12-21,Houston,Standard
5026,Liam,user5026@example.com,2024-11-27,New York,Silver
5027,Bob,user5027@example.com,2024-10-04,Chicago,Standard
5028,Mason,user5028@example.com,2024-06-23,Miami,Silver
5029,Emma,user5029@example.com,2022-10-26,Miami,Gold
5030,Liam,user5030@example.com,2023-06-01,New York,Silver
5031,David,user5031@example.com,2024-01-30,Houston,Silver
5032,Emma,user5032@example.com,2024-03-04,Los Angeles,Silver
5033,Mason,user5033@example.com,2024-06-30,Houston,Gold
5034,Alice,user5034@example.com,2023-01-14,Houston,Silver
5035,Alice,user5035@example.com,2024-01-29,Houston,Gold
5036,David,user5036@example.com,2023-04-23,New York,Silver
5037,Charlie,user5037@example.com,2025-02-19,New York,Silver
5038,Aiden,user5038@example.com,2023-12-20,Los Angeles,Standard
5039,Bob,user5039@example.com,2023-06-21,Houston,Silver
5040,Charlie,user5040@example.com,2025-01-21,New York,Standard
5041,Alice,user5041@example.com,2024-07-10,Los Angeles,Gold
5042,Alice,user5042@example.com,2024-11-19,Los Angeles,Silver
5043,Sophia,user5043@example.com,2024-05-25,Houston,Platinum
5044,Emma,user5044@example.com,2025-02-12,Chicago,Standard
5045,Mason,user5045@example.com,2023-09-11,Houston,Standard
5046,Bob,user5046@example.com,2024-04-25,Chicago,Gold
5047,David,user5047@example.com,2024-07-28,Los Angeles,Standard
5048,Mason,user5048@example.com,2022-12-07,New York,Standard
