Employee_ID,Name,Age,Department,Salary ($),Join_Date,Performance_Score,Promoted,Work_Location,Employment_Type
13835,David,23,Marketing,59778,2015-03-24,7,No,Remote,Part-time
13836,Sophia,35,Finance,87883,2008-04-26,1,Yes,Hybrid,Contract
13837,Liam,52,HR,84021,2020-02-25,6,No,Hybrid,Part-time
13838,Liam,62,Finance,74428,2005-10-06,8,Yes,Office,Part-time
13839,Liam,35,Finance,88333,2018-11-19,1,No,Office,Contract
13840,Charlie,26,IT,117525,2018-10-04,1,No,Remote,Part-time
13841,Sophia,32,Marketing,175327,2022-09-18,6,No,Hybrid,Contract
13842,Mason,61,Finance,156145,2022-05-23,5,No,Remote,Full-time
13843,David,26,Finance,171992,2007-10-18,3,No,Remote,Part-time
13844,Mason,50,Sales,180212,2017-11-26,10,No,Remote,Contract
13845,Bob,32,HR,100745,2016-10-13,10,Yes,Office,Full-time
13846,Aiden,26,Marketing,88824,2020-07-04,7,No,Hybrid,Contract
13847,Olivia,53,HR,39795,2005-05-21,7,No,Hybrid,Contract
13848,Olivia,57,IT,188183,2012-01-02,7,No,Office,Contract
13849,Mason,36,Finance,41189,2012-12-20,6,No,Office,Part-time
13850,Aiden,40,Finance,155993,2019-11-04,4,No,Remote,Full-time
13851,Aiden,43,Engineering,94278,2023-08-12,9,No,Remote,Contract
13852,Alice,55,HR,191292,2020-10-10,9,No,Office,Full-time
13853,Bob,38,IT,101332,2015-11-30,7,No,Office,Contract
13854,Sophia,33,Engineering,168823,2013-02-05,7,No,Hybrid,Contract
13855,Aiden,46,Engineering,78051,2011-01-02,8,No,Hybrid,Part-time
13856,Emma,38,Sales,80845,2009-06-06,5,No,Hybrid,Full-time
13857,Olivia,31,Engineering,131238,2008-02-11,9,No,Office,Contract
13858,Emma,49,Engineering,199657,2021-05-06,6,No,Remote,Contract
13859,Bob,39,Sales,117987,2008-09-04,7,No,Hybrid,Full-time
13860,Aiden,39,Finance,189172,2019-01-12,7,Yes,Office,Contract
13861,David,53,Finance,163662,2013-06-24,9,No,Office,Part-time
13862,Olivia,35,Marketing,165296,2017-05-02,7,No,Remote,Part-time
13863,Alice,37,Engineering,104113,2015-11-01,3,No,Hybrid,Part-time
13864,Alice,39,HR,95712,2003-07-09,6,No,Hybrid,Contract
13865,Liam,37,Finance,62626,2019-09-19,6,No,Office,Part-time
13866,Charlie,38,IT,193870,2015-05-26,7,No,Hybrid,Contract
13867,Aiden,28,HR,193096,2022-06-06,6,No,Remote,Part-time
13868,Bob,33,Marketing,157001,2005-10-25,4,No,Hybrid,Full-time
13869,Olivia,55,Engineering,80362,2014-09-17,6,No,Remote,Part-time
13870,Charlie,31,Sales,71680,2008-03-29,3,No,Office,Full-time
13871,Bob,26,Marketing,198063,2005-04-06,1,Yes,Remote,Part-time
13872,Mason,42,HR,41312,2013-09-25,1,Yes,Remote,Contract
13873,Aiden,24,Sales,173405,2023-02-01,5,No,Remote,Full-time
13874,Sophia,40,IT,90427,2016-07-31,8,No,Remote,Full-time
13875,Sophia,56,Sales,101207,2008-04-23,3,No,Office,Contract
13876,Aiden,27,Sales,171436,2004-03-09,2,No,Remote,Full-time
13877,Liam,35,IT,45402,2016-10-14,8,No,Office,Full-time
13878,Liam,25,Finance,90208,2022-12-25,9,No,Hybrid,Contract
13879,Sophia,39,Finance,191844,2003-05-14,9,No,Hybrid,Full-time
13880,David,50,Sales,148841,2024-01-17,2,No,Hybrid,Full-time
13881,Olivia,56,Sales,158339,2022-01-27,8,No,Hybrid,Contract
13882,Sophia,59,Marketing,158775,2015-08-02,2,No,Office,Full-time
13883,David,37,Finance,40296,2011-07-06,7,No,Office,Contract
13884,Charlie,41,IT,64545,2010-07-16,8,No,Hybrid,Full-time
13885,David,45,Engineering,113514,2004-03-04,1,No,Remote,Contract
13886,Charlie,56,Engineering,92585,2009-03-04,8,No,Hybrid,Part-time
13887,Bob,40,Sales,99855,2017-01-12,3,No,Hybrid,Full-time
13888,Emma,25,Sales,162846,2010-03-28,1,No,Hybrid,Full-time
13889,Bob,54,Engineering,32495,2008-10-27,7,No,Office,Part-time
13890,Sophia,23,Marketing,142283,2012-04-10,10,No,Hybrid,Part-time
13891,Charlie,34,Marketing,30018,2020-04-21,3,No,Hybrid,Contract
13892,Sophia,51,Marketing,40719,2017-08-28,8,No,Hybrid,Full-time
13893,Aiden,55,HR,99408,2005-01-13,9,No,Office,Full-time
13894,Olivia,51,IT,172961,2021-08-19,2,No,Hybrid,Contract
13895,Alice,45,HR,54649,2016-11-02,1,No,Hybrid,Part-time
13896,Sophia,54,Sales,124285,2007-03-17,8,No,Remote,Full-time
13897,Olivia,62,Marketing,145345,2016-08-07,10,Yes,Hybrid,Part-time
13898,David,31,Marketing,69020,2020-03-01,6,No,Office,Contract
13899,Bob,39,Engineering,117096,2013-03-07,10,No,Remote,Full-time
13900,David,40,Engineering,184939,2010-08-21,1,No,Hybrid,Contract
13901,Alice,28,Marketing,117078,2006-08-29,3,Yes,Office,Contract
13902,Charlie,40,Finance,56744,2015-02-14,9,No,Remote,Full-time
13903,Aiden,45,Engineering,136728,2011-11-05,9,No,Office,Part-time
13904,Olivia,36,IT,130674,2020-04-01,6,Yes,Remote,Part-time
13905,Aiden,62,HR,34582,2016-12-09,3,No,Office,Contract
13906,Emma,63,IT,45401,2003-06-04,8,Yes,Remote,Contract
13907,Sophia,44,Engineering,56652,2009-05-22,6,No,Hybrid,Part-time
13908,Charlie,25,Marketing,53169,2017-10-20,1,Yes,Hybrid,Contract
13909,Emma,59,Sales,74109,2016-09-05,6,No,Hybrid,Contract
13910,Mason,25,Finance,107197,2009-10-06,5,No,Hybrid,Full-time
13911,Sophia,26,Engineering,93191,2023-02-10,8,No,Remote,Contract
13912,David,62,IT,181410,2014-07-24,2,No,Remote,Contract
13913,Bob,44,Sales,134058,2005-04-13,7,No,Remote,Full-time
13914,Olivia,61,Engineering,178944,2008-06-08,6,No,Remote,Part-time
13915,Alice,58,Marketing,119596,2004-06-11,1,Yes,Remote,Full-time
13916,Alice,32,Marketing,45277,2016-12-31,8,No,Remote,Part-time
13917,David,32,Marketing,108758,2003-12-07,6,No,Hybrid,Full-time
13918,Liam,34,Marketing,169745,2023-11-24,3,Yes,Remote,Contract
13919,Alice,35,Engineering,62997,2005-03-17,5,No,Office,Part-time
13920,Olivia,29,Finance,45506,2015-09-11,7,No,Office,Full-time
13921,David,46,Finance,86003,2024-03-09,9,No,Office,Full-time
13922,Charlie,39,IT,96112,2014-08-13,4,No,Remote,Part-time
13923,Alice,39,Engineering,82063,2018-03-23,2,No,Hybrid,Part-time
13924,Aiden,31,Marketing,52990,2012-05-05,3,Yes,Office,Part-time
13925,David,28,Finance,72642,2024-01-02,7,No,Remote,Part-time
13926,Olivia,35,Engineering,145988,2012-07-25,8,No,Remote,Full-time
13927,Aiden,36,Sales,95607,2012-04-21,5,No,Hybrid,Part-time
13928,Sophia,37,Finance,137533,2013-03-22,3,No,Remote,Part-time
13929,Sophia,23,Finance,121171,2007-07-04,1,No,Remote,Part-time
13930,Alice,51,IT,123338,2019-01-05,10,No,Office,Contract
13931,Aiden,51,Finance,72253,2021-09-27,1,Yes,Office,Part-time
13932,Bob,39,Sales,118662,2010-07-09,2,No,Office,Contract
13933,Sophia,52,Marketing,34011,2012-01-01,5,No,Office,Part-time
13934,Bob,34,HR,103396,2014-01-13,3,No,Office,Part-time
13935,Charlie,41,IT,127345,2011-08-17,7,No,Remote,Full-time
13936,David,56,Sales,60939,2019-07-05,2,No,Remote,Full-time
13937,Emma,44,IT,73614,2003-11-19,2,No,Hybrid,Full-time
13938,Olivia,63,Engineering,67320,2021-01-06,3,No,Office,Full-time
13939,David,54,Marketing,41994,2004-01-16,1,No,Office,Part-time
13940,Olivia,59,Finance,89135,2013-06-05,2,Yes,Office,Contract
13941,Aiden,56,Engineering,196424,2020-05-21,5,No,Office,Part-time
13942,Charlie,57,Finance,90159,2006-01-22,3,No,Office,Part-time
13943,Mason,41,Sales,108291,2014-04-20,10,No,Remote,Part-time
13944,Alice,24,Marketing,141024,2010-12-29,6,No,Remote,Full-time
13945,Olivia,29,HR,140244,2006-07-27,2,No,Office,Part-time
13946,Olivia,61,HR,191482,2008-11-01,8,No,Remote,Part-time
13947,Aiden,53,Finance,175785,2009-05-24,4,No,Office,Contract
13948,Bob,50,Engineering,164971,2022-06-17,3,No,Hybrid,Full-time
13949,David,28,Marketing,191776,2019-09-02,5,No,Office,Contract
13950,Mason,23,Marketing,69230,2022-06-13,8,No,Hybrid,Contract
13951,Liam,42,Sales,134899,2020-06-25,9,Yes,Hybrid,Part-time
13952,Alice,27,Engineering,180823,2006-07-28,1,No,Office,Contract
13953,Emma,49,HR,136103,2005-05-23,4,No,Office,Contract
13954,Liam,63,Sales,196161,2007-02-28,6,No,Office,Part-time
13955,David,57,IT,47059,2005-08-03,6,No,Office,Full-time
13956,Alice,53,Marketing,104686,2020-08-24,9,No,Remote,Part-time
13957,Olivia,63,HR,196151,2019-03-30,1,No,Remote,Full-time
13958,Emma,30,Sales,94526,2023-10-07,5,No,Hybrid,Contract
13959,Bob,32,Finance,155724,2006-12-14,10,No,Office,Full-time
13960,Mason,44,IT,35168,2022-06-17,1,No,Remote,Part-time
13961,Bob,32,Sales,148122,2014-02-23,6,No,Remote,Full-time
13962,Charlie,23,Finance,188886,2022-07-26,9,No,Remote,Part-time
13963,Aiden,24,HR,95060,2009-03-10,4,No,Hybrid,Part-time
13964,Alice,32,HR,33620,2020-09-12,10,No,Remote,Part-time
13965,Bob,56,IT,34744,2023-04-19,10,No,Office,Full-time
13966,Liam,36,Finance,181643,2014-07-28,9,No,Remote,Contract
13967,Aiden,64,Marketing,152827,2009-03-17,3,No,Office,Contract
13968,Bob,32,HR,48136,2019-03-27,7,No,Remote,Contract
13969,Sophia,52,Engineering,39280,2023-06-03,5,No,Office,Full-time
13970,Charlie,49,Marketing,166820,2011-04-21,10,No,Hybrid,Full-time
13971,David,49,Marketing,167676,2017-02-17,1,No,Remote,Full-time
13972,Mason,53,Sales,50488,2012-04-13,7,Yes,Remote,Full-time
13973,Charlie,46,Sales,81258,2015-03-16,8,No,Hybrid,Part-time
13974,Aiden,41,HR,162604,2011-07-22,6,No,Hybrid,Part-time
13975,Sophia,49,Marketing,119320,2021-12-01,1,Yes,Hybrid,Contract
13976,Alice,46,Sales,192619,2018-10-01,9,Yes,Office,Full-time
13977,Liam,32,Finance,111780,2007-03-29,7,No,Office,Contract
13978,Mason,40,Finance,145082,2005-05-26,6,No,Remote,Part-time
13979,Mason,49,Finance,116663,2010-02-01,4,No,Office,Full-time
13980,Charlie,22,Finance,190304,2013-07-09,3,No,Remote,Contract
13981,Aiden,26,Marketing,97772,2004-11-13,4,No,Hybrid,Full-time
13982,Alice,31,Finance,69065,2007-07-02,1,No,Remote,Contract
13983,Olivia,63,Marketing,85527,2021-10-19,9,No,Hybrid,Full-time
13984,Sophia,55,HR,174971,2017-11-27,2,No,Hybrid,Contract
13985,Olivia,57,HR,114649,2013-05-15,2,No,Remote,Full-time
13986,Liam,23,Finance,90222,2017-03-31,3,No,Office,Contract
13987,Alice,39,Finance,122524,2005-07-21,1,No,Office,Part-time
13988,Alice,34,Finance,52649,2018-02-23,10,No,Remote,Contract
13989,Sophia,26,HR,30911,2009-06-17,3,No,Office,Contract
13990,Emma,41,Sales,77699,2020-12-01,4,No,Hybrid,Part-time
13991,Olivia,23,HR,132850,2011-09-04,9,No,Hybrid,Part-time
13992,Bob,32,Finance,150985,2021-09-11,5,Yes,Office,Contract
13993,Mason,51,Sales,170523,2015-09-24,6,No,Office,Full-time
13994,Emma,53,Sales,187532,2003-08-29,1,Yes,Hybrid,Part-time
13995,Bob,53,IT,100059,2013-10-18,3,No,Remote,Full-time
13996,Aiden,59,Marketing,155887,2020-09-22,7,No,Office,Part-time
13997,Sophia,49,Finance,42694,2022-03-02,7,No,Office,Contract
13998,Aiden,31,Marketing,39780,2024-02-09,10,No,Remote,Contract
13999,Mason,43,IT,51215,2008-08-10,1,No,Hybrid,Part-time
14000,David,38,Marketing,106256,2012-05-08,9,No,Remote,Contract
14001,Bob,43,Finance,65917,2007-06-16,1,No,Remote,Full-time
14002,Emma,64,IT,78777,2017-03-15,7,No,Remote,Contract
14003,Bob,40,Marketing,140139,2015-04-20,2,No,Office,Contract
14004,Bob,38,HR,90948,2015-06-08,9,No,Hybrid,Contract
14005,Sophia,45,Sales,124753,2014-01-02,9,No,Hybrid,Part-time
14006,Aiden,57,IT,100108,2021-12-20,9,No,Office,Part-time
14007,Olivia,53,HR,58724,2006-09-23,4,No,Remote,Contract
14008,David,57,Finance,42583,2015-06-28,6,No,Office,Part-time
14009,Sophia,49,Sales,70159,2006-11-12,2,No,Remote,Full-time
14010,Liam,35,IT,39809,2022-01-19,3,No,Remote,Full-time
14011,Sophia,57,Sales,135164,2013-09-11,6,Yes,Remote,Full-time
14012,Mason,27,Engineering,165271,2023-09-24,1,No,Remote,Full-time
14013,David,30,Engineering,87755,2021-01-31,7,No,Office,Contract
14014,Alice,42,IT,95808,2023-02-15,2,No,Remote,Part-time
14015,Liam,33,IT,168752,2009-05-11,8,Yes,Office,Full-time
14016,Charlie,51,Marketing,67844,2005-07-31,5,No,Remote,Contract
14017,Sophia,52,Sales,50257,2023-01-13,7,No,Office,Full-time
14018,Bob,61,Engineering,115190,2008-09-12,8,No,Hybrid,Part-time
14019,Olivia,25,Engineering,139852,2011-01-24,3,Yes,Office,Part-time
14020,Alice,52,Sales,131941,2014-04-04,6,No,Hybrid,Part-time
14021,Sophia,48,Engineering,151358,2017-04-18,9,Yes,Office,Full-time
14022,Sophia,46,HR,39647,2017-02-28,4,Yes,Hybrid,Full-time
14023,Emma,26,Engineering,102794,2008-12-21,10,Yes,Office,Full-time
14024,Emma,27,Engineering,70556,2017-12-09,7,No,Remote,Contract
14025,Alice,26,Finance,159050,2020-06-29,1,No,Hybrid,Contract
14026,Aiden,48,HR,178364,2015-11-29,7,No,Remote,Part-time
14027,Emma,29,Marketing,77827,2012-07-05,9,No,Hybrid,Part-time
14028,Bob,30,IT,46187,2020-10-27,10,No,Remote,Full-time
14029,Liam,36,Engineering,73082,2008-07-23,8,No,Remote,Part-time
14030,Charlie,57,Marketing,47681,2021-03-16,4,No,Office,Part-time
14031,David,62,Marketing,84811,2015-04-15,3,No,Remote,Contract
14032,Charlie,28,HR,121493,2007-07-14,7,Yes,Hybrid,Part-time
14033,Charlie,53,IT,195525,2015-05-19,1,Yes,Hybrid,Full-time
14034,David,29,Finance,97892,2017-01-15,8,No,Hybrid,Contract
14035,Emma,36,Marketing,67406,2008-01-14,1,Yes,Office,Full-time
14036,Alice,58,Finance,58356,2018-06-21,7,No,Office,Full-time
14037,David,40,IT,59416,2021-07-29,6,Yes,Hybrid,Contract
14038,Mason,60,IT,62741,2014-01-21,10,No,Remote,Full-time
14039,Aiden,27,HR,159585,2015-10-24,8,No,Office,Part-time
14040,Liam,40,Sales,40374,2005-01-27,6,Yes,Remote,Part-time
14041,Olivia,49,Engineering,199558,2005-09-13,5,No,Office,Contract
14042,Emma,38,HR,118856,2014-02-22,9,No,Office,Part-time
14043,Aiden,63,Finance,122526,2017-06-29,4,No,Office,Full-time
14044,David,40,HR,90785,2004-02-14,7,No,Office,Contract
14045,Mason,52,IT,147343,2017-05-23,6,Yes,Hybrid,Contract
14046,Olivia,32,Marketing,110147,2012-10-16,10,Yes,Office,Full-time
14047,Liam,36,Engineering,85940,2013-01-27,6,No,Office,Full-time
14048,Liam,31,Engineering,75073,2022-05-22,5,No,Hybrid,Full-time
14049,Emma,64,Sales,187360,2009-03-26,2,No,Hybrid,Contract
14050,David,44,IT,79468,2011-02-11,4,No,Hybrid,Contract
14051,Aiden,24,Engineering,104186,2018-09-26,1,No,Hybrid,Full-time
14052,Alice,24,Engineering,89558,2008-01-11,9,No,Remote,Contract
14053,Aiden,39,Marketing,44650,2019-11-11,9,No,Hybrid,Full-time
14054,Aiden,46,Finance,61608,2003-10-14,8,No,Hybrid,Part-time
14055,Liam,64,Finance,62215,2020-12-21,4,Yes,Hybrid,Contract
14056,Alice,41,Finance,147920,2014-01-24,5,No,Remote,Contract
14057,Alice,50,HR,99119,2012-08-06,1,No,Hybrid,Contract
14058,Emma,43,Finance,162934,2013-07-13,4,No,Remote,Full-time
14059,Olivia,36,Finance,150521,2016-11-01,4,No,Office,Contract
14060,Sophia,60,HR,62648,2011-11-23,5,No,Remote,Full-time
14061,Charlie,31,Marketing,125695,2022-10-12,2,No,Hybrid,Contract
14062,Charlie,42,IT,156294,2017-09-05,2,Yes,Remote,Contract
14063,Liam,50,Engineering,137617,2018-09-30,2,Yes,Remote,Contract
14064,Sophia,53,Sales,132002,2003-09-29,8,No,Remote,Contract
14065,Olivia,31,Engineering,155733,2005-12-13,2,No,Remote,Part-time
14066,Sophia,34,Finance,39652,2006-08-27,6,No,Remote,Part-time
14067,Emma,44,Finance,154341,2005-05-10,2,No,Remote,Part-time
14068,Aiden,44,Engineering,76351,2011-06-22,8,No,Remote,Full-time
14069,Liam,52,Engineering,127218,2008-12-08,1,No,Remote,Part-time
14070,Alice,25,Finance,71191,2019-06-19,2,No,Office,Full-time
14071,Liam,24,HR,172598,2005-10-14,5,Yes,Office,Part-time
14072,Charlie,42,HR,111695,2003-05-28,6,No,Hybrid,Full-time
14073,Olivia,23,HR,139300,2024-02-20,9,No,Hybrid,Contract
14074,Sophia,25,Sales,164993,2019-09-26,6,Yes,Hybrid,Contract
14075,Olivia,22,IT,182203,2012-12-08,8,Yes,Hybrid,Part-time
14076,Emma,36,Finance,154450,2020-11-14,7,No,Hybrid,Full-time
14077,Liam,54,Marketing,55290,2011-09-09,1,Yes,Hybrid,Contract
14078,David,27,Engineering,175270,2003-12-25,2,No,Office,Contract
14079,Liam,28,Engineering,135158,2020-06-21,4,No,Office,Part-time
14080,Alice,40,Finance,133606,2006-10-02,1,Yes,Office,Full-time
14081,Liam,22,Finance,186627,2019-06-19,8,No,Remote,Contract
14082,Mason,60,Finance,72301,2021-04-28,4,No,Remote,Full-time
14083,Emma,40,Engineering,70729,2023-10-17,7,No,Hybrid,Full-time
14084,Bob,47,Finance,117242,2018-01-02,7,Yes,Office,Full-time
14085,Emma,33,Engineering,157646,2017-04-12,8,No,Hybrid,Full-time
14086,Sophia,43,IT,106030,2021-10-25,9,No,Office,Full-time
14087,Bob,34,Marketing,137761,2023-08-07,9,No,Office,Part-time
14088,Sophia,49,HR,106929,2012-05-30,7,No,Hybrid,Part-time
14089,Sophia,35,Marketing,133765,2007-05-10,9,No,Hybrid,Contract
14090,Alice,43,Finance,169784,2006-11-13,5,No,Remote,Full-time
14091,Alice,51,Marketing,60681,2020-12-29,10,No,Office,Full-time
14092,Aiden,41,Finance,148214,2015-07-11,4,Yes,Remote,Contract
14093,Charlie,48,Marketing,163862,2022-07-19,3,No,Remote,Full-time
14094,Aiden,59,Sales,106008,2018-10-07,6,No,Remote,Contract
14095,Aiden,63,Marketing,84949,2006-08-30,10,No,Remote,Part-time
14096,Charlie,62,HR,32302,2009-06-28,9,No,Office,Full-time
14097,David,55,HR,165507,2023-06-01,4,No,Office,Full-time
14098,Bob,60,Marketing,85749,2006-07-26,2,No,Remote,Full-time
14099,Olivia,62,Engineering,90742,2020-06-11,3,No,Office,Full-time
14100,Aiden,58,Engineering,87121,2009-01-13,3,No,Remote,Full-time
14101,Liam,22,Engineering,114785,2014-03-07,2,Yes,Hybrid,Part-time
14102,Liam,36,Marketing,149424,2006-03-27,9,No,Remote,Full-time
14103,Sophia,53,Engineering,161216,2007-12-27,4,No,Hybrid,Full-time
14104,Charlie,29,IT,96737,2005-09-21,3,Yes,Remote,Contract
14105,Sophia,54,Marketing,142727,2021-01-06,10,No,Remote,Part-time
14106,Mason,39,HR,152516,2004-10-29,6,No,Office,Full-time
14107,Mason,50,Engineering,80475,2007-07-20,8,No,Hybrid,Full-time
14108,Olivia,53,Sales,46425,2015-12-23,8,No,Office,Part-time
14109,Alice,54,Engineering,182093,2014-10-19,10,No,Remote,Contract
14110,Alice,26,HR,145109,2007-02-20,6,No,Hybrid,Part-time
14111,Charlie,39,IT,140178,2011-12-03,5,No,Remote,Part-time
14112,Charlie,31,Marketing,40013,2005-12-23,7,No,Hybrid,Contract
14113,Aiden,57,Engineering,169038,2012-09-10,3,No,Hybrid,Part-time
14114,Mason,54,Sales,126229,2023-06-23,10,No,Remote,Contract
14115,Aiden,44,HR,174140,2004-09-06,2,No,Remote,Contract
14116,Alice,61,Sales,195675,2013-05-13,8,No,Office,Full-time
14117,Bob,26,Finance,192707,2017-05-18,9,No,Office,Full-time
14118,Bob,55,HR,175535,2018-03-10,6,No,Remote,Part-time
14119,Charlie,45,Finance,31861,2003-12-15,4,No,Office,Full-time
14120,Sophia,38,Sales,180573,2021-02-02,6,No,Office,Contract
14121,Alice,52,Marketing,42760,2010-02-11,7,No,Remote,Contract
14122,Bob,28,Marketing,174702,2016-02-01,8,No,Hybrid,Part-time
14123,Alice,38,Marketing,77629,2022-09-04,3,No,Remote,Part-time
14124,Emma,49,Finance,133711,2014-12-20,6,Yes,Office,Full-time
14125,Liam,59,Marketing,36471,2010-05-31,10,No,Remote,Part-time
14126,Mason,43,IT,161100,2022-05-26,6,No,Remote,Part-time
14127,Aiden,36,HR,48990,2021-10-21,10,No,Hybrid,Part-time
14128,Alice,58,HR,99816,2007-09-26,7,No,Hybrid,Contract
14129,Liam,36,Sales,168965,2021-11-15,4,Yes,Office,Full-time
14130,Emma,46,Engineering,148209,2016-12-04,6,No,Office,Contract
14131,Aiden,42,Finance,31027,2004-05-11,2,Yes,Office,Contract
14132,Alice,59,HR,98515,2018-11-13,8,No,Office,Part-time
14133,Charlie,23,Finance,37127,2020-08-19,3,No,Office,Contract
14134,Liam,48,Sales,144494,2018-08-30,9,No,Remote,Full-time
14135,Aiden,53,Marketing,194721,2012-01-30,8,Yes,Remote,Full-time
14136,Alice,42,Engineering,141394,2016-01-16,6,Yes,Office,Full-time
14137,Liam,25,Sales,68143,2003-08-28,10,Yes,Hybrid,Contract
14138,Emma,40,IT,90389,2008-09-06,2,Yes,Hybrid,Contract
14139,Alice,23,Marketing,196030,2012-07-27,8,No,Office,Contract
14140,Alice,47,Marketing,68088,2016-10-16,6,No,Remote,Full-time
14141,Alice,55,Marketing,125459,2008-06-22,1,No,Hybrid,Full-time
14142,Olivia,35,Sales,98077,2014-10-26,6,No,Hybrid,Full-time
14143,Charlie,36,IT,160613,2019-12-07,5,No,Hybrid,Contract
14144,Emma,41,Engineering,177456,2013-07-30,6,No,Hybrid,Full-time
14145,Aiden,55,Finance,87942,2014-03-21,1,Yes,Remote,Full-time
14146,Olivia,57,Sales,142267,2005-11-13,4,No,Remote,Part-time
14147,Sophia,40,HR,123338,2017-08-13,7,No,Hybrid,Contract
14148,Olivia,30,HR,77335,2003-12-02,5,No,Remote,Contract
14149,Mason,28,Sales,76229,2005-03-22,6,No,Remote,Full-time
14150,Mason,51,Finance,121567,2004-12-27,2,No,Office,Part-time
14151,Alice,34,HR,56180,2015-02-05,8,No,Office,Part-time
14152,Olivia,48,Finance,167837,2023-05-06,10,No,Office,Full-time
14153,Sophia,56,Marketing,41730,2012-05-19,4,No,Office,Part-time
14154,Olivia,34,Sales,46077,2022-12-27,6,No,Hybrid,Full-time
14155,Charlie,36,Marketing,88178,2018-08-18,3,No,Office,Contract
14156,Charlie,30,HR,50075,2003-06-23,9,No,Office,Part-time
14157,Sophia,44,Finance,110869,2024-03-06,8,Yes,Remote,Part-time
14158,Olivia,57,Marketing,97944,2011-11-10,6,No,Hybrid,Part-time
14159,Liam,61,HR,152707,2011-12-08,9,No,Remote,Full-time
14160,Charlie,24,IT,192010,2020-01-03,10,No,Remote,Contract
14161,Charlie,55,Marketing,158104,2004-02-22,9,No,Remote,Part-time
14162,Bob,40,IT,60506,2012-09-18,2,No,Office,Contract
14163,Olivia,49,IT,189038,2023-12-08,9,Yes,Hybrid,Contract
14164,Charlie,44,Engineering,96662,2018-12-25,8,No,Office,Part-time
14165,Emma,61,HR,110612,2005-09-02,2,No,Hybrid,Contract
14166,Olivia,28,Sales,101667,2013-08-11,9,Yes,Remote,Full-time
14167,Mason,62,Finance,77692,2003-05-25,5,No,Hybrid,Full-time
14168,Bob,33,HR,182157,2013-05-11,9,No,Remote,Full-time
14169,Charlie,35,Engineering,86480,2012-04-30,3,No,Office,Contract
14170,Bob,36,Engineering,128361,2010-01-26,4,No,Remote,Full-time
14171,Mason,24,Marketing,70805,2016-12-13,1,Yes,Office,Part-time
14172,Sophia,36,Finance,165553,2008-09-04,5,Yes,Office,Contract
14173,Sophia,45,Engineering,161613,2009-12-14,7,No,Office,Full-time
14174,Olivia,29,Sales,80373,2003-11-17,7,Yes,Remote,Full-time
14175,Mason,26,HR,145864,2008-04-08,6,No,Office,Full-time
14176,David,25,Sales,149658,2006-10-12,6,No,Hybrid,Full-time
14177,David,35,Marketing,125626,2022-08-10,8,Yes,Hybrid,Part-time
14178,Olivia,37,HR,132101,2023-09-08,10,Yes,Hybrid,Full-time
14179,Alice,41,Marketing,127657,2008-06-26,9,No,Hybrid,Part-time
14180,Bob,45,Finance,43916,2009-04-28,4,No,Office,Contract
14181,Bob,27,Finance,143945,2011-10-09,4,No,Hybrid,Part-time
14182,Sophia,52,Sales,109861,2023-02-01,8,No,Remote,Full-time
14183,David,27,Sales,104537,2020-05-31,5,No,Hybrid,Full-time
14184,Aiden,56,Finance,176199,2019-07-12,10,Yes,Hybrid,Contract
14185,Charlie,36,IT,33948,2007-02-10,9,No,Remote,Part-time
14186,Charlie,50,Finance,72723,2016-12-25,6,No,Remote,Full-time
14187,Charlie,24,HR,50638,2010-08-23,9,No,Hybrid,Part-time
14188,Sophia,32,Marketing,36007,2019-08-26,4,No,Office,Full-time
14189,Mason,24,Finance,76865,2014-03-24,1,No,Remote,Contract
14190,Liam,49,Finance,198040,2021-04-28,4,No,Office,Part-time
14191,David,31,Engineering,75938,2023-08-07,9,No,Office,Full-time
14192,David,54,Marketing,142829,2019-01-16,7,No,Hybrid,Contract
14193,Aiden,37,Engineering,50110,2005-01-16,6,Yes,Office,Full-time
14194,Bob,31,Marketing,132314,2012-10-25,2,Yes,Office,Full-time
14195,Alice,54,HR,197361,2013-06-24,4,Yes,Office,Contract
14196,Olivia,57,Marketing,79612,2022-03-12,1,No,Hybrid,Part-time
14197,Bob,24,Sales,174172,2006-10-20,3,Yes,Remote,Part-time
14198,Mason,26,Finance,199587,2009-11-01,2,No,Hybrid,Contract
14199,Olivia,33,Marketing,130054,2003-11-02,4,Yes,Remote,Contract
14200,David,34,HR,82598,2023-02-15,4,No,Office,Contract
14201,Mason,45,Marketing,144500,2020-07-25,9,No,Remote,Contract
14202,Olivia,53,Finance,173624,2017-08-18,7,Yes,Remote,Part-time
14203,Aiden,37,IT,59129,2007-03-27,3,No,Remote,Contract
14204,Aiden,53,Marketing,106927,2008-06-05,7,No,Remote,Contract
14205,Emma,58,Sales,84261,2019-06-23,8,No,Office,Part-time
14206,Liam,57,Finance,78171,2014-01-08,7,No,Remote,Full-time
14207,Aiden,42,HR,176339,2007-10-03,8,No,Remote,Full-time
14208,David,33,Finance,101681,2006-06-25,9,Yes,Office,Part-time
14209,Alice,42,Engineering,87642,2015-07-23,1,No,Remote,Part-time
14210,Charlie,42,IT,132596,2021-10-17,10,No,Hybrid,Part-time
14211,Emma,64,HR,67298,2013-08-04,6,Yes,Remote,Part-time
14212,Charlie,27,IT,69081,2017-04-07,4,No,Hybrid,Contract
14213,Liam,30,IT,118449,2009-04-06,1,Yes,Hybrid,Contract
